channel,id,datetime,text,Suggestivität,Absolutheitsanspruch und Umgang mit Quellen,Emotionalität,Auffälligkeit der Argumentation,Komplexitätsreduktion,Entfernung von Wirklichkeit,Gesamtschwurbeligkeit
diplomateninterviews,176,2020-09-18T22:29:38Z,"Hallo liebe Leser,
mir kam heute ein dringend erwarteter Auftrag dazwischen. Ich muß Geld verdienen wie jeder andere auch. Es ist schwerer geworden als in DE aber ich beiße mich durch.

Ich möchte mich hier bei dem Betreiber und einer langjährigen Freundin bedanken, die mir jeweils mit einer großzügigen Spende weitergeholfen haben.

Ganz ehrlich: ich bin mindestens genauso genervt mit dem dauernd ""wegen Spenden angehauen"" werden.
Aber wie soll es funktionieren?
Das System finanziert die Verbreiter von Unwahrheit und Lüge. Und die, die ihre Freizeit und mehr opfern machen das i.d.R. zum Nulltarif.
Es geht nicht um große Summen. Es geht um die Anerkennung.

Vorgestern hat mich ein Bekannter hier im Dorf um Hilfe gebeten. Er bat mich um 5000 Forint als Darlehen für eine Woche, da er kein Geld mehr hatte, seinen Kindern etwas zum Essen zu kaufen. Die Preise hier erhlhen sich fast täglich.
Ich gab im 10.000 Forint und sagte ihm, daß ich sie ihm schenke. Er weinte fast...
Die alte Leute und die Sozialhilfeempfänger hier haben nur 50.000 Forint im Monat.

Es hat mein Herz zutiefst erfreut, einfach selbst schenken zu können.
Der Mann ist ""Zigeuner"". Ein feiner Kerl übrigens.",3.1666666666666665,3.1666666666666665,3.6666666666666665,2.8333333333333335,3.1666666666666665,2.3333333333333335,3.1666666666666665
efauf_chat,6159,2020-09-25T20:11:07Z,"Friedenskette Bodensee - wie realistisch 👬👫👭👫👭👭
Eine nachdenkliche Betrachtung nach Telefonat mit Alexander Ehrlich ( Honk for Hope): Hallo ihr Menschen da draußen, die ihr/ wir alle wollen, wünschen und planen das ein einmaliges Projekt wie die Friedenskette auch realistisch wird. Ich habe heute mit Alexander gesprochen und fragte ihn, wie er das Vorhaben einschätzt. Ich war verwundet, denn er sagte mir, dass die logistische Aufgabe, nämlich die Menschen an die richtigen Plätze zu transportieren vielleicht scheitern wird. WARUM? WEIL ihr euch nicht anmeldet. Bitte fahrt nicht einfach an den Bodensee ohne einen Plan zu haben, denn dann wird es wohl darauf hinauslaufen, dass an einigen Stationen Massen stehen und an den den anderen nicht genug sind. Vielleicht schafft ihr es die Kette schon jetzt in euren Köpfen zu installieren. 
MELDET EUCH AN❤️MELDET EUCH AN🙏🏼Ich lebe hier am Bodensee und wenn es an einer Stelle zu Anhäufungen kommt, seid ihr nicht mal schnell an der nächsten Station- und wenn die auch voll ist? Was sollen die ganzen Ordner machen, die plötzlich geflutet werden von Menschen- von euch???? Es ist doch vollkommen egal wo ihr steht, am Ende ist es EINE Kette. 
Nach Aussage von Alexander sind viel zu wenig Menschen angemeldet. Ich weiß aber dass etliche mehr kommen werden. WIE soll das gehen? 
MELDET EUCH AN🙏🏼",1.6666666666666667,2.6666666666666665,3.6666666666666665,2.6666666666666665,1,1.6666666666666667,1.6666666666666667
ovalmedia,71,2020-10-02T13:02:27Z,"Liebe Leute, YouTube hat uns diese Woche eine Sperre verhängt und deswegen haben erst heute wieder Verfügbarkeit auf unserem Hauptkanal bekommen.

Aktuell läuft die Sitzung 18! 😃📅 https://youtu.be/LSskae2R97w

Die Narrative vom Dienstag und den 1. Teil der heutigen Sitzung 18 des Corona Ausschusses von heute werden nachträglich hochgeladen. Diese Woche haben wir auf unserem Back-Up Kanal ""OVALmedia Deutschland"" übertragen.

Abonniert auch diesen Kanal falls wir erneut gesperrt werden.
Bitte entschuldigt die Unannehmlichkeiten. 🚀",2,1.6666666666666667,2,1.3333333333333333,2,1,1.6666666666666667
friedensrike,602,2020-10-15T14:32:52Z,"‼️❗️SAVE THE DATE!!❗️‼️

QUERDENKEN GROßDEMO MIT DEMOZUG AM SONNTAG, DEN 25.10.2020 IN BERLIN

BERLIN INVITES THE PEOPLE OF THE WORLD for the World Health Summit, 25.-27.10.20

Europa steht auf - Wir alle zusammen in Frieden für den Wandel

Start: 12 Uhr auf dem Alexanderplatz

Mitbringen: Frieden im Herzen ❤ Zuversicht und Entschlossenheit 
Sitzunterlage, Trommeln u.a Instrumente

Kommt alle nach Berlin! Gemeinsam sind wir unbezwingbar! 💪🏼",2,2.3333333333333335,3.6666666666666665,1.6666666666666667,1.3333333333333333,1.3333333333333333,2
waqeupworld,1168,2020-10-17T03:07:42Z,"❗️PCR-Tests zur Sammlung von DNA, um anhand der DNA-Frequenz gezielt Personen mit Frequenzwaffen auszuschalten!

Das könnte der wahre übergeordnete Hintergrund und wahrer Schocker zugleich sein!

▪️Deutschland ist ja bekanntlich dem EU-Genomprojekt beigetreten, mit dem Ziel, dass bis 2022 1 Million Genomsequenzen in der EU gesammelt werden. Wie kommt man am leichtesten an diese heran? Über die PCR-Abstrichtests u.a., die sehr wahrscheinlich mehrere Fliegen mit einer Klatsche schlagen!

▪️Anhand der gesammelten DNA von den getesteten Personen werden DNA-Profile erstellt. Anhand solch eines Profils wird die Frequenz der DNA selber ermittelt. Diese Frequenz gleicht einem ""Fingerabdruck"", mit der jeder identifiziert werden kann.

👉 Kennt man die DNA-Frequenz der betroffenen Individuen, so solle laut Insidern mithilfe von Technologien (Radiofrequenzen, Mikrowellen, 5G, Satelliten usw. in Verbindung mit Künstlicher Intelligenz) die Gedanken der betroffenen Personen ausgelesen werden können, Wort für Wort!

👉 Man darf davon ausgehen, dass alle gesammelten DNA-Signaturen in eine Cloud hochgeladen werden, um die Masse in einer Art ""Schwarmintelligenz"" manipulieren und steuern zu können. So kann man z.B. auch Gedanken, Worte, Bilder und 3D-Videos in die Köpfe von Personen direkt hineinprojizieren. Diese glauben dann, dass das, was sie denken, sehen, hören und fühlen, der Realität entspricht. Auch jedwede Emotionen können durch diese Technologie bei den betroffenen Personen ausgelöst werden. Dadurch kann das Verhalten von einzelnen Personen oder ganzen Gruppen verändert werden (z.B. die Agenda der Regierung zu akzeptieren).

👉 Mithilfe von elektromagnetischen Impulsen könne man Personen zudem anhand ihrer DNA-Signatur gezielt angreifen und physischen Schaden zufügen! Personen, die direkt neben der betroffenen Person stehen, würden davon nichts abbekommen und unbehelligt bleiben, da jeder eine andere DNA-Frequenz hat.

👉 Mit dieser Technologie kann man laut Insidern sich auch über die DNA-Frequenz in die betroffene Person ""einklinken"" und alles hören und sehen, was diese Person auch gerade sieht und hört. Diese Informationen sollen dann gedownloadet und auf hochbewachten Servern gespeichert werden. Alles, was man jemals gesagt, gedacht, gesehen, gehört und erlebt hatte, ist dann digital archiviert.

Gedanken: Solch eine Technologie macht das Chippen dann eigentlich überflüssig! Die Kabale weiß, dass der Großteil der Bevölkerung sich niemals freiwillig chippen lassen wird. An die DNA der Leute kommt man nämlich viel leichter ran (Abstrichtests, Blutuntersuchungen in Praxen/Kliniken, Blutspenden, Speichelproben, Samenbanken usw.).

Hinter diesem ganzen Plandemie-Theater steckt viel mehr, als sich die meisten jemals vorstellen können! Es geht um die totale Kontrolle jenseits unserer Vorstellung! Ich bin mir aber sicher, dass die bisher bekannten Hintergründe der PCR-Tests (Impfen & Chippen) und der Genomdatenbank noch weitergehen. Mit der Zeit kommen mehr und mehr Puzzleteile an die Oberfläche.

Quellen: DNA Frequency Bioweapon, Genomprojekt der EU

Mehr kostenlose Analysen & Hintergründe:
👉 https://t.me/Daniel_Prinz_Offiziell
___________________________________",4,4.666666666666667,3,3.6666666666666665,4,5,5
haintz,996,2020-10-17T17:46:21Z,"https://www.otz.de/regionen/saalfeld/ex-landrat-hartmut-holzhey-in-berlin-festgenommen-id230644012.html

Ehemaliger Landrat wegen Verstoß gegen das Vermummungsverbot festgenommen.
Was gilt jetzt? Maskenpflicht? Vermummungsverbot?
Auch eine Sturmhaube ist eine Mund-Nasen-Bedeckung. Bestimmtheitsgebot?

Und seit wann kann das Vermummungsverbot (steht im VersammlungsGESETZ) durch Verordnungen (Corona-Verordnungen - Mund-Nase-Bedeckung bei Versammlungen) aufgehoben werden? 
Gesetz steht über Verordnung.

https://t.me/Haintz

Ungerechtigkeit an irgendeinem Ort bedroht die Gerechtigkeit an jedem anderen.

Martin Luther King",4.333333333333333,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.6666666666666665,3,3.6666666666666665
querdenken89m,64461,2020-10-28T22:21:50Z,Korrekt. Ich bin auch seit der ersten Minute dieser Schwachsinnsdiktatur auf der Strasse. Bei den Grossdemos in Berlin bin ich frühmorgens los und am Abend zurück um wieder Papa sein zu können. Eine Ochsentour jedesmal...aber jede Sekunde wert. Telegram ist okay aber bitte bitte bitte....zeigt euch da draußen so oft es geht! Glaubt mir...das GIBT EUCH KRAFT...DAS ist LEBEN! Und nur so haben wir vielleicht noch eine Chance ein lebenswertes Leben zu können...und vor allem unsere Kinder!,3.6666666666666665,4.333333333333333,4.333333333333333,3,3.6666666666666665,3.3333333333333335,3.6666666666666665
aerzte,6555,2020-11-06T22:00:21Z,"Die Auswirkung von ""Autorität""(Milgram Experiment) und die von ""Konformität"" Standford-Prison-Experiment

Autorität: Nur öffentlicher gleichberechtigter Diskurs und Anerkennung von Minderheiten ( immer erkennen das heutige Minderheiten zukünftig die Die- Wahrheit-Erkannt-Habende sein werden/können) kann das Klima, die Basis von Denunzianten, Blockwarten, IM`s, Stasi, Gestapo, Volksgerichtshof o.ä verhindern.
Das ist nicht gewünscht - wir sind auf dem falschen Weg, 
Eigenständige Meinungen, und seien diese noch so begründet, sind Verschwörungstheorien, gem. Definition selbst ernannter Autoritäten oder Experten - jeder kennt die Namen dieser ""Autoritäten"".

Konformität: Die Reflexion über das eigene Ich in der Gruppe würde die Exzesse gruppendynamischer brutaler Aktionen verhindern. Das gilt selbstverständlich nicht nur für die Polizei, sondern auch für die linksradikale gewalttätige Szene oder für das ""Gegen""stück auf der rechten extremen gewalttätigen Seite.
Das ist nicht gewünscht - wir sind auf dem falschen Weg.
In den Schulen und im gesellschaftlichen Lernprozess ist Selbstreflexion oder die Fähigkeit,nur mal kurz einen anderen Standpunkt einzunehmen, nicht einmal Nebenfach geschweige denn Hauptfach.",4.333333333333333,4.333333333333333,3,3.6666666666666665,4,4,4
diebasis_diskutiert,20539,2020-11-12T13:44:02Z,"Macht die Basis eigendlich regelmäßige Telfefonkonferenzen?
Kenne so ein Konzept aus der einzigsten Partei in der ich mich kurzzeitig 2017 engagiert hatte ""Bündnis Grundeinkommen.""
Dort haben die Landesverbände wöchentlich Telefonkonferenzen abgehalten mit öffentlichen Vorstandssitzungen an denen man sogar als Nichtparteimitglied teilnehmen konnte (was man in der aktuellen Lage wahrscheinlich nicht machen kann).",1.6666666666666667,1,1.3333333333333333,1.3333333333333333,1,1,1
frieden_rockt_offiziell,3307,2020-11-19T19:45:25Z,"❗Jetzt ist es soweit❗

Niederlande: Nur wer geimpft ist darf sich wieder frei bewegen!

Menschen, die einen Corona-Impfstoff nehmen, könnten schon bald Vorteile gegenüber Ungeimpften haben, sagt Gesundheitsminister Hugo de Jonge.

Er erklärt: “Man muss es so sehen, dass bestimmte Maßnahmen für Menschen ohne Impfung wahrscheinlich für längere Zeit gelten werden. Oder dass bestimmten Risikogruppen tatsächlich mehr erlaubt werden kann, weil sie bereits geimpft worden sind”.
 https://fingersblog.com/2020/11/19/niederlande-nur-wer-geimpft-ist-darf-sich-wieder-frei-bewegen/

Hier den offiziellen 
Frieden rockt Kanal abonnieren 👇
 t.me/frieden_rockt_offiziell",4,4,2.6666666666666665,2.3333333333333335,4,2,3.3333333333333335
kulturstudio,10463,2020-11-26T22:09:59Z,"SÖDOLF schickt seine Kettenhunde!

„Weil er sechs Atteste ausgestellt hat, die Patienten von der Maskenpflicht befreien, wurde bei einem Arzt in Nordbayern die Praxis durchsucht und Computer, Handy sowie Technik mit Patientendaten beschlagnahmt. Der Bamberger Arzt Dr. Ernst Trebin erzählt auf Youtube im Interview mit FrankenMedia, dass er am Mittwoch Besuch von einem Polizeikommando mit fünf Beamten und einer Staatsanwältin mit einem Durchsuchungsbeschluss bekommen habe. Ihm sei mitgeteilt worden, gegen ihn laufe ein Ermittlungsverfahren wegen des Ausstellens von unrichtigen Gesundheitszeugnissen. Er habe von einem weiteren Kollegen persönlich erfahren, dass auch bei ihm eine Durchsuchung stattgefunden habe, von zwei weiteren solcher Aktionen „ziemlich zeitgleich“ habe er gehört. Auffallend ist, dass in den großen Medien kaum über die Aktion berichtet wird. Auch auf der Seite der Polizei in Bamberg ist keine Pressemitteilung zu finden.“

https://www.reitschuster.de/post/wegen-masken-attesten-razzien-in-arztpraxen/",4.666666666666667,4,2.3333333333333335,3,3,3,3.6666666666666665
g_saraslightfight,5673,2020-12-10T00:06:13Z,"Liebe Sara, weißt du, ohne dieses Lügenkonstrukt um uns herum wäre ich gar nicht über dich hier durch das mit links verzweigte Telegram gestoßen. So müßte ich ""dem"" gar dankbar sein! Dein Video make my day, und womöglich könntest du noch durch viele weitere satirische offene Gedanken zukünftig Glänzen, denn Corona ist nicht die einzige Baustelle auf der gepfuscht wird. Und es ist auch nicht erst seit Jetzt, daß etwas gehörig schief läuft. Liebe Sara, schön dich kennen zu lernen, bleibe aufrecht und tapfer, ich bleib´s auch! Wenn ich hier noch eines anmerken darf, du fragtest bei youtube in dem einen Video indirekt ob ich auch traurig bin, dazu kann ich nur sagen, ich bin nicht traurig, ich bin eher wütend, und diese spornt mich an Widerstand zu leisten. Herzlichste Grüße aus Berlin!",3.6,3,3,3.2,2.6,2,3.2
g_xavier_naidoo,162699,2020-12-15T22:29:32Z,".... genau, überraschenderweise gut erkannt.
Es ist der Sinn dieser Maßnahme, Kontakte einzuschränken, damit der Scheiß hier endlich vorbei ist....
..... und das hat nichts mit Obrigkeitshörigkeit zu tun, sondern vielmehr damit, über den Tellerrand hinauszuschauen.
Leider vermisse ich dies bei vielen Kommentaren, ganz besonders bei den Stars der Szene.
.... einfach mal aus dem eigenen Schlamm raussteigen und wieder realistische Blicke auf die Welt werfen.",2.6666666666666665,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.6666666666666665,1.3333333333333333,2
coronainformationskanal,4394,2020-12-19T13:39:02Z,"Überall Menschenversuche! Corona-Impfstoff von Moderna bekommt Notfallzulassung in USA! Die US-Arzneimittelbehörde FDA hat einen zweiten Corona-Impfstoff zugelassen: Nach dem Impfstoff von Biontech und Pfizer verfügt nun auch das Vakzin von Moderna über eine Notfallzulassung. In der EU soll am 6. Januar über einen Einsatz des Präparats entschieden werden. Bei den Impfstoffen handelt es sich um einen weltweiten Menschenversuch mit Stoffen, die unsere Gene verändern und nicht einmal richtig getestet wurden! Wer sich impfen lässt, ist verloren! Unendlich viele werden sterben und krank werden und die Folgen sind noch gar nicht abzusehen! Laut eines Phama-Whistleblowers werden 97% unfruchtbar! https://de.rt.com/nordamerika/110785-corona-impfstoff-von-moderna-bekommt-notfallzulassung-in-usa/
Mehr Informationen!",2,4.333333333333333,3.6666666666666665,3,4,4.5,4.333333333333333
querdenken_hannover511,17814,2020-12-29T11:40:35Z,"Du glaubst doch nicht ernsthaft dass diese Ärzte, sofern sie in einem Krankenhaus angestellt wären, selber für ihren Dienstausfall dort bezahlen müssen?! Ich bezweifle außerdem sehr stark, dass Ärzte mit gut gehender, eigener Praxis mal eben Wochen oder Monate lang ihre eigene Praxis zugunsten des Impfzentrums still legen werden. Es werden eher abgehalfterte Ärzte sein, die an anderer Stelle nicht sehr gefragt sind und die keine gut laufende, eigene Praxis haben.",3.3333333333333335,3.6666666666666665,2.3333333333333335,2.3333333333333335,4,2.6666666666666665,2.6666666666666665
ruedigerdahlke,446,2021-01-14T14:50:04Z,"😃, [13.01.21 08:50]
[Forwarded from RA Ludwig - Querdenkeranwalt]
BITTE TEILEN!!!

Ich halte die Anordnung FFP2-Masken zu tragen schlicht für rechts- und verfassungswidrig. Es ist erwiesen, dass FFP2-Masken einen erhöhten Atemwiderstand haben und im Arbeitsrecht eine solche nicht ohne ärztliche Untersuchung angeordnet werden darf und zwingende Tragezeitbegrenzungen gelten. Die europäische Kommission hat hierzu auch noch einmal deutlich Stellung bezogen.
Was Herr Söder hier macht, ist schlicht unverantwortlich.

Da kann es nur eine Lösung geben:

Unterstützt das Volksbegehren „Bündnis – Landtag – abberufen“.

https://buendnis-landtag-abberufen.de/

Jede Einwohnerin, jeder Einwohner aus Bayern kann sich hieran beteiligen.
Sendet diesen Link weiter an jede Person aus Bayern, die Ihr kennt.

Laut Umfragen halten in der Altersgruppe der 30 - 59jährigen die Maßnahmen für übertrieben. Insgesamt bis zu 35 Prozent. 
Wenn sich alle in Bayern, die diese Auffassung vertreten, an dem Volksbegehren beteiligen, kann es das erste Mal in der Geschichte der Bundesrepublik Deutschland sein, dass der Souverän von seinem Recht, eine Regierung auch wieder abzuwählen, Gebrauch macht.

Es liegt an uns allen, endlich Grenzen aufzuzeigen und dafür zu sorgen, dass die wirklich gefährdeten Gruppen geschützt werden. Kein Bundesland hat so schlechte Zahlen, wie Bayern. 
Wenn alle mithelfen, können die Initiatoren erfolgreich sein.",2.3333333333333335,4,2.3333333333333335,2,3,3,3
rabbitresearch,2146,2021-01-28T20:02:52Z,"👁 Sechs Generalstaatsanwälte warnen Biden vor Überschreitung seiner Befugnisse!

Joe Biden surft am Rande der Illegalität!

US-Präsident Joe Biden hat in seiner ersten Woche nach seinem Amtsantritt eine Reihe von Dekreten erlassen.

Die meisten von ihnen haben die Politik seines Vorgängers rückgängig gemacht.

Doch nun drohen Staatsanwälte verschiedener Bundesstaaten, seine Schritte anzufechten, falls sie gegen die Verfassung verstoßen oder bürgerliche Freiheiten gefährden.

https://www.epochtimes.de/politik/ausland/usa-sechs-generalstaatsanwaelte-warnen-biden-vor-ueberschreitung-seiner-befugnisse-a3435296.html

Folge Rabbit Research 🐇🔍

👉auf telegram: t.me/rabbitresearch

👉auf youtube: youtube.com/c/RabbitResearch

👉auf LBRY: open.lbry.com/@rabbitresearch:3
.",3.6666666666666665,3.3333333333333335,2,2.3333333333333335,3.6666666666666665,2,2.6666666666666665
